container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country,Lat,Long,,,,,list,,
Author,['basics'],reYJaYMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Raymond Ng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=reYJaYMAAAAJ&citpid=2,University of British Columbia,"['data mining', 'health informatics', 'genomics', 'NLP', 'text mining']",@cs.ubc.ca,http://www.cs.ubc.ca/~rng,36618,1.37E+19,University of British Columbia,Canada,56.130367,-106.346771,Taiwan,,,,,,-106.346771
Author,['basics'],lqALniEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Mutian He,,EPFL,"['Machine Learning', 'Natural Language Processing', 'Speech Processing', 'Speech Synthesis', 'Spoken Language Understanding']",@epfl.ch,https://mutiann.github.io/,257,1.65E+19,Swiss Federal Institute of Technology in Lausanne,Switzerland,46.818188,8.227512,United Arab Emirates,,,,,,8.227512
Author,['basics'],Wx8ChLcAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Meng Wei,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Wx8ChLcAAAAJ&citpid=12,The University of Hong Kong,"['Vision and Language', 'Embodied AI', 'Medical Image Analysis']",@connect.hku.hk,,120,2.53E+18,University of Hong Kong,Hong Kong,22.396427,114.109497,Egypt,,,,,,114.109497
Author,['basics'],6jiwt-UAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Giuseppe F. Italiano,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6jiwt-UAAAAJ&citpid=3,"Professor of Computer Science, LUISS University, Rome, Italy","['Algorithms', 'Data Structures', 'Graph Algorithms', 'Networks']",@luiss.it,http://docenti.luiss.it/italiano/,8824,8.77E+18,LUISS Guido Carli,Italy,41.871941,12.56738,Ireland,,,,,,12.56738
Author,['basics'],XO9ddEEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Lei Yang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XO9ddEEAAAAJ&citpid=3,NVIDIA,['Computer Graphics'],@nvidia.com,http://www.leiy.cc/,726,1.57E+19,NVIDIA Corporation,USA,37.09024,-95.712891,Poland,,,,,,-95.712891
Author,['basics'],uEXxVaoAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hadi Khodabandeh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uEXxVaoAAAAJ&citpid=2,"PhD candidate, University of California, Irvine","['Graph Algorithms', 'Computational Geometry']",@uci.edu,https://www.ics.uci.edu/~khodabah/,63,1.93E+18,"University of California, Irvine",USA,37.09024,-95.712891,Iran,,,,,,-95.712891
Author,['basics'],ozfkg2sAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Zhenming Liu,,College of William and Mary,"['stochastic processes', 'optimization', 'distributed algorithms']",@cs.wm.edu,http://zmliu.org/,2999,1.29E+19,College of William and Mary,USA,37.09024,-95.712891,Brazil,,,,,,-95.712891
Author,['basics'],1Z_wkjUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Max W.K. Law,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1Z_wkjUAAAAJ&citpid=3,Hong Kong Sanatorium & Hospital,"['Low Level Vision', 'Edge Detection', 'Medical Image Analysis', 'Image Segmentation', 'MR Simulator']",@hksh.com,http://www.cse.ust.hk/~maxlawwk,1902,,,,#N/A,#N/A,Belgium,,,,,,#N/A
Author,['basics'],jaRS5w4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yu Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jaRS5w4AAAAJ&citpid=2,"Associate Professor, Southern University of Science and Technology","['Artificial Intelligence', 'Machine Learning']",@sustech.edu.cn,http://cse.sustech.edu.cn/faculty/~zhangy/,8835,,,,#N/A,#N/A,Saudi Arabia,,,,,,#N/A
Author,['basics'],#NAME?,AuthorSource.AUTHOR_PROFILE_PAGE,Andreas Zeller,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-Qytr_YAAAAJ&citpid=4,"Faculty, CISPA Helmholtz Center for Information Security • Professor, Saarland University","['Software Engineering', 'Program Analysis', 'Software Testing', 'Automated Debugging', 'Software Security']",@cispa.de,https://andreas-zeller.info/,24261,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],7NTrKz4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yican Sun,,Peking University,"['Program Synthesis', 'Program Verification', 'Computational Complexity']",@pku.edu.cn,http://boyvolcano.github.io/,183,1.07E+19,Peking University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],Hl9RwOAAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Sangok Seok,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Hl9RwOAAAAAJ&citpid=3,NAVER LABS,['Robotics'],@naverlabs.com,https://www.naverlabs.com/,3100,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],yaNhvOMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hongsong Li,,Alibaba Group,"['Machine Learning', 'Knowledge Mining']",@alibaba-inc.com,,1623,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],PXbu1wIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xiangyu Zhang,,"Samuel Conte Professor of Computer Science, Purdue University","['Program analysis', 'Security']",@cs.purdue.edu,http://www.cs.purdue.edu/homes/xyzhang,13598,9.64E+18,Purdue University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],5tlR4t4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jinxing Yu,,Unknown affiliation,"['Machine Learning', 'Natural Language Processing']",@cse.ust.hk,,167,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],W-7keyQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Benedict Sheung-Hung Poon,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=W-7keyQAAAAJ&citpid=5,"Associate Professor, University of Nottingham Ningbo China","['Geometric and Graph Algorithms', 'Approximation Algorithms', 'Fixed-Parameter Algorithms', 'Graph Drawing & Information Visualizatio']",@nottingham.edu.cn,https://www.nottingham.edu.cn/en/science-engineering/staffprofilead122456162/benedict-sheung-hung-poon.aspx,888,1.81E+19,University of Nottingham Ningbo China,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],bZNRLNAAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chen-Nee Chuah,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bZNRLNAAAAAJ&citpid=9,"Professor, University of California, Davis","['Network Measurements', 'Data Science', 'Intelligent Transportation', 'Smart Health']",@ucdavis.edu,http://www.ece.ucdavis.edu/~chuah,13440,2.13E+16,"University of California, Davis",USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],SqAsppUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Qiong Luo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SqAsppUAAAAJ&citpid=2,HKUST,"['Database Systems', 'Parallel and Distributed Systems', 'Data Management for e-Sciences']",@cse.ust.hk,https://cse.hkust.edu.hk/~luo/,9752,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],vYRZG4cAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xing Xu,,"PhD Student, University of Southern California",['Networking'],@nsl.cs.usc.edu,http://nsl.cs.usc.edu/~xingx/,329,2.35E+18,University of Southern California,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],k8TASocAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Wang Chun WOO,,Hong Kong Observatory,"['meteorology', 'information technology']",@hko.gov.hk,,9201,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],FmneJesAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Francis C. M. Lau,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FmneJesAAAAJ&citpid=10,"Honorary Professor, The University of Hong Kong","['Computer Science', 'Computer Systems', 'Networks']",@cs.hku.hk,http://www.cs.hku.hk/~fcmlau,10784,2.53E+18,University of Hong Kong,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],GHJYsLEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jaegul Choo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GHJYsLEAAAAJ&citpid=7,"Associate Professor, Graduate School of Artificial Intelligence, KAIST","['Computer Vision', 'Natural Language Processing', 'Visual Analytics']",@kaist.ac.kr,https://sites.google.com/site/jaegulchoo/,10279,5.34E+18,Korea Advanced Institute of Science and Technology,South Korea,35.907757,127.766922,,,,,,,127.766922
Author,['basics'],9anhTVQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Emmanuel Stefanakis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9anhTVQAAAAJ&citpid=2,"University of Calgary, Canada","['Geomatics', 'GIS', 'Geospatial Data Science']",@ucalgary.ca,https://profiles.ucalgary.ca/emmanuel-stefanakis,1390,2.19E+18,University of Calgary,Canada,56.130367,-106.346771,,,,,,,-106.346771
Author,['basics'],3rq29xkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Vijay Ramachandran,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3rq29xkAAAAJ&citpid=3,"Associate Professor of Computer Science, Colgate University","['Networking', 'Routing', 'Algorithms']",@colgate.edu,http://www.colgate.edu/vramachandran,640,9.79E+18,Colgate University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],L60tuywAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Ramalingam Chellappa,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L60tuywAAAAJ&citpid=1,"Bloomberg Distinguished Professor, Johns Hopkins University","['Image Analysis', 'Image Processing', 'biometrics', 'Computer Vision', 'Biomedical Data Science']",@jhu.edu,http://aiem.jhu.edu/,95609,1.21E+19,Johns Hopkins University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],pUijx84AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Christian Konrad,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pUijx84AAAAJ&citpid=2,University of Bristol,[],@bristol.ac.uk,http://christiankonrad.de/,823,1.69E+19,University of Bristol,UK,55.378052,-3.435973,,,,,,,-3.435973
Author,['basics'],FVl1fRUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Giacomo Verticale,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FVl1fRUAAAAJ&citpid=2,Politecnico di Milano,"['networking', 'communications', 'smart grid', 'privacy']",@polimi.it,http://verticale.faculty.polimi.it/,1850,3.91E+18,Polytechnic University of Milan,Italy,41.871941,12.56738,,,,,,,12.56738
Author,['basics'],8qdXaOkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shuo Shang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8qdXaOkAAAAJ&citpid=9,Professor of CS @ UESTC,"['Spatial Data Mining', 'Spatial Data']",@inceptioniai.org,,4543,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],AjxoEpIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,"Wei Liu, IEEE/IAPR/IMA Fellow",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AjxoEpIAAAAJ&citpid=7,"Distinguished Scientist, Tencent","['Machine Learning', 'Deep Learning', 'Computer Vision', 'Information Retrieval', 'Artificial Intelligence']",@ee.columbia.edu,,38654,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],cLXPdjsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Nikos Karacapilidis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cLXPdjsAAAAJ&citpid=6,"Professor of Information Systems, University of Patras, Greece","['Informed Decision Making', 'Computational Argumentation', 'Digital Democracy', 'Digital Collaboration']",@upatras.gr,http://imis.upatras.gr/nikos/,4765,1.40E+19,University of Patras,Greece,39.074207,21.824312,,,,,,,21.824312
Author,['basics'],TFGBA9cAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yunxin Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TFGBA9cAAAAJ&citpid=4,"Institute for AI Industry Research (AIR), Tsinghua University","['Mobile Computing', 'Edge Computing', 'AIoT', 'System', 'Networking']",@air.tsinghua.edu.cn,https://yunxinliu.github.io/,5682,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],mQ9vJ24AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jinjun Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mQ9vJ24AAAAJ&citpid=5,"MAE, IEEE Fellow (Computer Society), AAIA Fellow; Professor and Deputy","['Data Privacy', 'Cloud Computing', 'Scalable Computing', 'Data Systems']",@swin.edu.au,,17376,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],g9bV-_sAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jason Corso,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=g9bV-_sAAAAJ&citpid=3,"Professor of Robotics, Electrical Engineering and Computer Science, University of Michigan","['computer vision', 'robot perception', 'AI', 'machine learning', 'data science']",@umich.edu,http://web.eecs.umich.edu/~jjcorso,15555,4.77E+18,University of Michigan,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],a_50FBsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Miryung Kim,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=a_50FBsAAAAJ&citpid=6,"Full Professor and Vice Chair of Graduate Studies, UCLA Computer Science",['Software Engineering'],@cs.ucla.edu,http://www.cs.ucla.edu/~miryung,8595,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],T7Wa3GQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jing Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=T7Wa3GQAAAAJ&citpid=5,Renmin University of China,"['social network mining', 'data mining', 'deep learning', 'machine learning']",@ruc.edu.cn,https://xiaojingzi.github.io/,7731,1.59E+19,Renmin University of China,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],GP7Fn2gAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Elfarouk Harb,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GP7Fn2gAAAAJ&citpid=2,University of Illinois at Urbana Champaign,"['Theoretical Computer Science', 'Approximation Algorithms', 'Computational Geometry']",@illinois.edu,https://farouky.github.io/,54,4.50E+18,University of Illinois at Urbana-Champaign,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],4GNBqwoAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Vasileios Samoladas,,"Associate Professor ECE Department, Technical University of Crete","['Distributed computing', 'Data management', 'Computational Geometry']",@softnet.tuc.gr,,681,5.33E+18,Technical University of Crete,Greece,39.074207,21.824312,,,,,,,21.824312
Author,['basics'],Vxaxv10AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Dinghao Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Vxaxv10AAAAJ&citpid=2,Pennsylvania State University,"['Cybersecurity', 'Artificial Intelligence', 'Programming Languages', 'Software Engineering', 'Formal Methods']",@psu.edu,http://faculty.ist.psu.edu/wu/,4992,3.80E+17,Pennsylvania State University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],ZiLH2lQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chengchen Hu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZiLH2lQAAAAJ&citpid=2,NIO,"['Smart Vehicle', 'Data center networks', 'Software Defined Networking', 'Network measurement', 'Heterogenous Computing']",@ieee.org,http://chengchenhu.wixsite.com/aboutme,2663,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],dFvwOmsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xiaodong Gu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dFvwOmsAAAAJ&citpid=4,"Associate Professor, Shanghai Jiao Tong University","['Software Engineering', 'Natural Language Processing']",@sjtu.edu.cn,http://guxd.github.io/,1810,1.18E+19,Shanghai Jiao Tong University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],IKgiD0AAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Raymond Chi-Wing Wong,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IKgiD0AAAAAJ&citpid=2,The Hong Kong University of Science and Technology,"['databases', 'data mining']",@cse.ust.hk,http://www.cse.ust.hk/~raywong/,6015,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],XzSkny0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Kexin Pei,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XzSkny0AAAAJ&citpid=7,"Neubauer Family Assistant Professor, Computer Science, University of Chicago","['Security', 'Software Engineering', 'Machine Learning']",@cs.uchicago.edu,https://sites.google.com/site/kexinpeisite/,4523,1.67E+19,University of Chicago,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],EHH_0W8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Antonios Symvonis,,National Technical U. of Athens,"['Graph Drawing', 'Algorithms', 'Graph Theory', 'Privacy']",@math.ntua.gr,http://www.math.ntua.gr/~symvonis,1688,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],Ywb1RL4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hammad Ayyubi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ywb1RL4AAAAJ&citpid=1,"Graduate Student, Columbia University","['Aritficial Intelligence', 'Machine Learning', 'Computer Vision', 'Natural Language Processing']",@cs.columbia.edu,https://hammad001.github.io/,33,8.87E+18,Columbia University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],4XVJrRAAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Zhongyuan Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4XVJrRAAAAAJ&citpid=2,Facebook,"['Knowledge Mining', 'Database', 'NLP', 'Text Understanding']",@fb.com,http://wangzhongyuan.com/en/,4921,1.98E+18,Facebook Inc.,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],rTXGtQ8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xiao Hu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rTXGtQ8AAAAJ&citpid=2,University of Waterloo,['database theory'],@uwaterloo.ca,https://cs.uwaterloo.ca/~xiaohu,250,1.24E+19,University of Waterloo,Canada,56.130367,-106.346771,,,,,,,-106.346771
Author,['basics'],bRT7t28AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Andrea Vedaldi,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=bRT7t28AAAAJ&citpid=3,University of Oxford,"['Computer Vision', 'Machine Learning']",@robots.ox.ac.uk,http://www.robots.ox.ac.uk/~vedaldi,87474,2.73E+17,University of Oxford,UK,55.378052,-3.435973,,,,,,,-3.435973
Author,['basics'],R7jE3X4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Tianshi Zheng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=R7jE3X4AAAAJ&citpid=5,HKUST,"['Knowledge Graphs', 'Natural Language Processing']",@connect.ust.hk,https://stonetzheng.github.io/,1,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],HKgNscQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shiqi Jiang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HKgNscQAAAAJ&citpid=1,Microsoft Research,"['Edge Computing', 'Mobile Computing', 'AIoT', 'Wearables', 'System']",@microsoft.com,https://chrisplus.me/,235,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],1aWF3OrplJUC,AuthorSource.AUTHOR_PROFILE_PAGE,Klara Kedem,,Ben Gurion University,"['computational geometry', 'vision', 'image processing', 'historical documents']",@cs.bgu.ac.il,https://www.cs.bgu.ac.il/~klara/,4538,1.20E+19,Ben-Gurion University of the Negev,Israel,31.046051,34.851612,,,,,,,34.851612
Author,['basics'],ax6CbMgAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yanjiao Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ax6CbMgAAAAJ&citpid=4,"College of Electrical Engineering, Zhejiang University","['Wireless networks', 'network security', 'Internet of Things']",@zju.edu.cn,https://person.zju.edu.cn/en/0020875,3141,1.12E+18,Zhejiang University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],jE3J-CwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Ehsan Kafshdar Goharshady,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jE3J-CwAAAAJ&citpid=2,IST Austria,"['Verification', 'Model Checking', 'Program Analysis']",@ist.ac.at,http://ehsan.goharshady.com/,97,1.15E+19,"Institute of Science and Technology, Austria",Austria,47.516232,14.550072,,,,,,,14.550072
Author,['basics'],KnJ6PRwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Michael W. Godfrey,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KnJ6PRwAAAAJ&citpid=3,"Professor of Computer Science, University of Waterloo","['Software engineering', 'software evolution', 'mining software repositories', 'software analytics', 'empirical software engineering']",@uwaterloo.ca,http://plg.uwaterloo.ca/~migod/,7976,1.24E+19,University of Waterloo,Canada,56.130367,-106.346771,,,,,,,-106.346771
Author,['basics'],QSU6d2kAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Ivan Valtchanov,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QSU6d2kAAAAJ&citpid=4,Telespazio UK on behalf of the European Space Agency,['Astronomy'],@ext.esa.int,,26981,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],3xinL0EAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Panpan Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3xinL0EAAAAJ&citpid=3,"Applied Science Manager, Senior Scientist, Amazon AWS AI","['Machine Learning', 'Data Visualization']",@amazon.com,https://lliquid.github.io/homepage,1564,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],FHiQmOoAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Massoud Pedram,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FHiQmOoAAAAJ&citpid=2,"Charles Lee Powell Professor of Electrical Engineering & Computer Science, Univ of Southern","['Energy Efficient Electronics', 'Power-aware computing', 'Energy Harvesting and Storage Systems', 'Computer Aided Design of VLSI Circui']",@usc.edu,https://mpedram.com/,36019,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],80pKMyMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,David Maier,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=80pKMyMAAAAJ&citpid=3,"Professor of Computer Science, Portland State University",['Database Systems'],@cs.pdx.edu,http://www.cs.pdx.edu/~maier,29597,1.19E+19,Portland State University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],60cuc5UAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yongqiang Xiong,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=60cuc5UAAAAJ&citpid=1,Microsoft Research Asia,"['Computer networking', 'Operating Systems']",@microsoft.com,https://www.microsoft.com/en-us/research/people/yqx/#,4439,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],jkxdiToAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chaoyang Zhu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jkxdiToAAAAJ&citpid=13,"CSE, Hong Kong University of Science and Technology","['Computer Vision', 'Multimodal Learning']",@connect.ust.hk,,491,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],tqumFMUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Quang Do,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tqumFMUAAAAJ&citpid=2,"University of Illinois, Facebook","['Natural Language Processing', 'Information Extraction', 'Machine Learning']",@fb.com,,842,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],xCJJKtIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Anita Singh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xCJJKtIAAAAJ&citpid=2,banaras hindu university,"['fiction', 'drama', 'feminist theory']",@fulbrightmail.org,,15260,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],QRxf7EUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chen Qian,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QRxf7EUAAAAJ&citpid=3,"Professor, University of California Santa Cruz","['Computer Networking', 'Security and Privacy', 'Internet of Things', 'Quantum Networks', 'Software Defined Networking']",@ucsc.edu,https://users.soe.ucsc.edu/~qian/,4277,6.19E+18,"University of California, Santa Cruz",USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],RutwCU4AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Marek Chrobak,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RutwCU4AAAAJ&citpid=2,University of California at Riverside,"['Algorithms', 'Combinatorial optimization', 'Theory of computation']",@cs.ucr.edu,,6410,9.46E+18,"University of California, Riverside",USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],ZO9UGyUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Zhice Yang,,ShanghaiTech University,"['Mobile System', 'Security', 'Privacy']",@shanghaitech.edu.cn,https://www.yangzhice.com/,649,6.23E+18,ShanghaiTech University,USA,37.09024,-95.712891,,,,,,,-95.712891
